日付,活動区分,ｱｸﾃｨﾋﾞﾃｨ,タイトル,"記録
リンク",GPSログ,主な訪問地,都道府県,補足,"距離
[km]",獲得標高 [m],"走行・歩行
時間",車種,メーカー,モデル
2010-06-19,🚲,サイクリング,奥多摩周遊道路,,,都民の森[1000m],東京,奥多摩周遊,110,"1,000",,ロード,LOOK,KG585
2010-06-27,🚲,レース,チャレンジヒルクライム岩木山2010,https://connect.garmin.com/app/activity/24060389382,https://drive.google.com/file/d/1Ulk6hoYQjqs8iReW1adMC8VfLzVb1diB/view?usp=drivesdk,岩木山[1625m],青森,,14,947,0:58,ロード,LOOK,KG585
2010-07-03,🚲,サイクリング,奥多摩周遊道路,https://connect.garmin.com/app/activity/24218883967,https://drive.google.com/file/d/1pq-XhG2PTxVUFKv2z7BUufL6njYZKU6X/view?usp=drivesdk,都民の森[1000m],東京,奥多摩周遊,110,"1,000",,ロード,LOOK,KG585
2010-07-04,🚲,サイクリング,奥多摩周遊道路,https://connect.garmin.com/app/activity/24218820582,https://drive.google.com/file/d/1BF4Pe7q_SqhNVwgSEOuvIdNX2uOha9O5/view?usp=drivesdk,都民の森[1000m],東京,奥多摩周遊,110,"1,000",,ロード,LOOK,KG585
2010-07-10,🚲,サイクリング,奥多摩周遊道路,https://connect.garmin.com/app/activity/24219000853,https://drive.google.com/file/d/1WIWQTLAY3pNpdMukI6-29EyxZjTYRjfc/view?usp=drivesdk,都民の森[1000m],東京,奥多摩周遊,110,"1,000",,ロード,LOOK,KG585
2010-07-17,🚲,イベント,奥多摩周遊道路,https://connect.garmin.com/app/activity/24218743724,https://drive.google.com/file/d/198ThmxXW6V05zT0-dvhDgkvCkl4pOoA1/view?usp=drivesdk,都民の森[1000m]、都民の森ＴＴ,東京,奥多摩周遊,21,907,0:59,ロード,LOOK,KG585
2010-07-19,🚲,サイクリング,大弛峠,https://connect.garmin.com/app/activity/24060455048,https://drive.google.com/file/d/1DGvwTIH7AUrp04m15LPPLxDcw7vNPtQV/view?usp=drivesdk,大弛峠[2360m],山梨,,59,"2,114",4:42,ロード,LOOK,KG585
2010-08-01,🚲,サイクリング,多摩散策,,,武蔵小金井、東小金井、武蔵境、三鷹、井の頭公園,東京,,35,,,クロス,DE ROSA,TEAM
2010-08-08,🚲,サイクリング,江ノ島、横浜,https://connect.garmin.com/app/activity/24060488061,https://drive.google.com/file/d/1q8WxjvHFZa0isMPMb8HznyK7pUigmBPL/view?usp=drivesdk,鶴見川源流、境川、江ノ島、みなとみらい、鶴見川,東京、神奈川,,148,825,8:59,ロード,LOOK,KG585
2010-08-15,🚲,サイクリング,柳沢峠,https://connect.garmin.com/app/activity/24060548150,https://drive.google.com/file/d/1yR2nDjsntOJaG-wpObxMXUOHVvVWX_Nc/view?usp=drivesdk,柳沢峠[1472m]、今川峠[947m],東京、山梨,,177,"2,300",9:13,ロード,LOOK,KG585
2010-08-22,🚲,サイクリング,柳沢峠,https://connect.garmin.com/app/activity/24060588736,https://drive.google.com/file/d/1UQQjb_jFehDp2kLcPEUtQLPsjxLRLqth/view?usp=drivesdk,柳沢峠[1472m]、羽村の根搦み前水田,東京、山梨,,173,"2,400",8:34,ロード,LOOK,KG585
2010-08-29,🚲,レース,マウンテンサイクリングin乗鞍,https://connect.garmin.com/app/activity/24060625165,https://drive.google.com/file/d/1FXimVAbGedsv4NFhpCOx5wibhbeOdDiR/view?usp=drivesdk,乗鞍エコーライン、畳平[2702m],長野,乗鞍,21,"1,260",1:25,ロード,LOOK,KG585
2010-09-20,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24060692718,https://drive.google.com/file/d/12oAka3NiKAJR_VmFmR95IWikdD66Zd58/view?usp=drivesdk,深川,東京,,55,406,7:35,小径車,r&m,BD-1
2010-09-26,🚲,サイクリング,荒川,https://connect.garmin.com/app/activity/24060752034,https://drive.google.com/file/d/1TDnJMUa5LYNQHPNwW_8JWI6Q5SBoZEWJ/view?usp=drivesdk,川越、荒川、赤羽、秋葉原、新宿,埼玉、東京,,88,454,7:02,小径車,r&m,BD-1
2010-10-24,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24060808321,https://drive.google.com/file/d/1ejz5TAeHkXRyfZ3500eWkOFVZZ7CveyM/view?usp=drivesdk,スカイツリー、高円寺フェス,東京,,92,,9:23,クロス,DE ROSA,TEAM
2010-10-26,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24060825745,https://drive.google.com/file/d/1ZQ0ZtMWRvzyCjmkIZBzdSxG0GUB74G--/view?usp=drivesdk,古河庭園,東京,,48,425,8:31,クロス,DE ROSA,TEAM
2010-10-31,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24060878656,https://drive.google.com/file/d/1mRurLqJkRCSbZADxor-qPusuu71Q0s77/view?usp=drivesdk,新宿、都電、秋葉原,東京,,82,,7:18,ロード,ORBEA,ONIX
2010-11-07,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24060923667,https://drive.google.com/file/d/17ySSCRNqHW0ZsGK6c5nZyUa_euf5WpfI/view?usp=drivesdk,神宮外苑、秋葉原,東京,,71,547,5:34,クロス,DE ROSA,TEAM
2010-11-14,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24060976821,https://drive.google.com/file/d/1P84XYb_o2eByKFLvIybfEdaGmL379KL_/view?usp=drivesdk,世界貿易センタービルの展望台、神宮の銀杏並木,東京,🍁,77,743,7:03,ロード,ORBEA,ONIX
2010-11-21,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24061039005,https://drive.google.com/file/d/1gviVSkQIu-aidzQUNpQbsyGxD5_HCGl-/view?usp=drivesdk,東京都庁展望室、神宮の銀杏並木,東京,🍁,64,,6:48,クロス,DE ROSA,TEAM
2010-11-23,🚲,サイクリング,河口湖の紅葉,https://connect.garmin.com/app/activity/24061063100,https://drive.google.com/file/d/1dcMxK2L1IvZdEijb7WUEWPGBu0DBzg_c/view?usp=drivesdk,サイクルトレイン、もみじ回廊,山梨,🍁,34,254,5:22,クロス,DE ROSA,TEAM
2010-11-28,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24061115511,https://drive.google.com/file/d/17neMmJryoHXL1BEwajgUhF526FZRDWBR/view?usp=drivesdk,西新宿、神宮の銀杏並木、皇居,東京,🍁,64,,4:24,クロス,GIANT,Escape R3
2010-12-05,🚲,サイクリング,鎌倉の紅葉,https://connect.garmin.com/app/activity/24061177981,https://drive.google.com/file/d/1q4ghxAJhbEnSlLzx44kj1aeQSvfVX45e/view?usp=drivesdk,浄光明寺、海蔵寺、源氏山公園、覚園寺、瑞泉寺、大仏、長谷寺,神奈川,🍁,41,,10:33,小径車,r&m,BD-1
2011-01-09,🚲,サイクリング,入間川、荒川,https://connect.garmin.com/app/activity/24061253725,https://drive.google.com/file/d/148uAk9XXmq3PPgWxzZokG4a2NWUhdDZy/view?usp=drivesdk,入間川、荒川,埼玉、東京,,143,,7:56,ロード,ORBEA,ONIX
2011-02-26,🚲,サイクリング,河津と下賀茂の桜,https://connect.garmin.com/app/activity/24061281012,https://drive.google.com/file/d/15R8VmqrKf-ZjOt-xHFyNRdHO0kDu0nQP/view?usp=drivesdk,河津川、下賀茂,静岡,🌸,7,108,1:48,ロード,ORBEA,ONIX
2011-03-05,🚲,サイクリング,本庄のはにわ,https://connect.garmin.com/app/activity/24061328123,https://drive.google.com/file/d/13CyB1VpbGndaT1weIkN4U6-3XouS4NUR/view?usp=drivesdk,本庄市立歴史民俗資料館、世界最古の自転車,埼玉、東京,,191,"1,597",10:04,ロード,ORBEA,ONIX
2011-03-06,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24061373083,https://drive.google.com/file/d/1r_-Z6vDMUPlQaplhBUkWgy0xG0AYNFs7/view?usp=drivesdk,大田区、呑川、池上梅園、荏原町商店街、戸越銀座,東京,💮,31,176,5:49,クロス,DE ROSA,TEAM
2011-03-13,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24061397816,https://drive.google.com/file/d/1LtoyxomCZD9x-QOSDiDmV7PfpPVPOs3V/view?usp=drivesdk,野川、深大寺、二子玉川,東京,,54,222,8:35,クロス,DE ROSA,TEAM
2011-03-17,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24079000047,https://drive.google.com/file/d/1VgiXNcs4UIHtF_UofQtGFF2fqWsJihJR/view?usp=drivesdk,新宿西口（計画停電中）,東京,,46,334,2:57,クロス,DE ROSA,TEAM
2011-03-20,🚲,サイクリング,奥武蔵ぶらり,https://connect.garmin.com/app/activity/24079019789,https://drive.google.com/file/d/1bYMOvutd_FVT1dg0bHlSNjfIo80Dt-if/view?usp=drivesdk,山伏峠[621m]、釜伏峠[540m]、二本木峠[590m]、定峰峠[613m]、白石峠[761m]、グリーンライン,埼玉、東京,,163,"2,802",9:14,ロード,LOOK,KG585
2011-03-27,🚲,サイクリング,湘南,https://connect.garmin.com/app/activity/24079038895,https://drive.google.com/file/d/1UAIyv8WLy25khKyKMP1bkixRqALcl8TQ/view?usp=drivesdk,境川、江ノ島、サザンビーチ、相模国分寺跡、座間谷戸山公園,東京、神奈川,,131,,7:22,ロード,ORBEA,ONIX
2011-04-02,🚲,サイクリング,奥多摩周遊道路,https://connect.garmin.com/app/activity/24079066723,https://drive.google.com/file/d/1C4NOhy0hhdPzFELRfeb6DoCoqFEsCBUT/view?usp=drivesdk,都民の森[1000m],東京,奥多摩周遊,105,"1,555",5:54,ロード,LOOK,KG585
2011-04-03,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24079080433,https://drive.google.com/file/d/1eHHPAR0z6SeUImkdfG5-7d8df-iMrnZZ/view?usp=drivesdk,吞川、蛇崩川緑道、目黒川,東京,🌸,38,,6:04,クロス,DE ROSA,TEAM
2011-04-07,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24079099296,https://drive.google.com/file/d/1QKHIdVFHf1vLZXBEY0JABIpqPGah9gw_/view?usp=drivesdk,皇居,東京,🌸,26,,4:05,クロス,DE ROSA,TEAM
2011-04-08,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24079109718,https://drive.google.com/file/d/1OiEziyp14Ymx0KCZ_-bhcH4MwemErcX-/view?usp=drivesdk,野川、目黒川、皇居,東京,🌸,66,,4:04,ロード,ORBEA,ONIX
2011-04-09,🚲,サイクリング,多摩,https://connect.garmin.com/app/activity/24079130502,https://drive.google.com/file/d/1SoOZnlq7-XWvDZh4zOeDj2kTFaDZIcs0/view?usp=drivesdk,野川、深大寺、多摩川、国立,東京,🌸,63,,7:21,クロス,DE ROSA,TEAM
2011-04-17,🚲,レース,ツール・ド・草津,https://connect.garmin.com/app/activity/24079232962,https://drive.google.com/file/d/1ApwCOzBQ6OB1cGVM_ySzo6hutFHxEALI/view?usp=drivesdk,国道292号（志賀草津道路）,群馬,,13,791,0:50,ロード,LOOK,KG585
2011-04-30,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24079258280,https://drive.google.com/file/d/15bIqv93oEs_6yuuW2r6qiexChLEQXYdB/view?usp=drivesdk,秋葉原、皇居,東京,,40,,4:20,小径車,r&m,BD-1
2011-05-01,🚲,サイクリング,神奈川,https://connect.garmin.com/app/activity/24079270335,https://drive.google.com/file/d/1JpfeDKsbYzCRH_2IlLUkrsrIhERAXOwu/view?usp=drivesdk,多摩川、新子安,神奈川,,44,115,4:10,小径車,r&m,BD-1
2011-05-02,🚲,サイクリング,京都(1/2),https://connect.garmin.com/app/activity/24079283733,https://drive.google.com/file/d/1-zx8HHJiQK1smHWfq9MlvSNp9ldG95Py/view?usp=drivesdk,三年坂、二年坂、祇園、知恩院、哲学の道、二条城,京都,,31,,12:00,ロード,ORBEA,ONIX
2011-05-03,🚲,サイクリング,京都(2/2),https://connect.garmin.com/app/activity/24079309374,https://drive.google.com/file/d/15fIAszT6_O4S-j82P0VxsKyXv30pd1eM/view?usp=drivesdk,京都御所、金閣寺、龍安寺、仁和寺、大覚寺、嵐山,京都,,37,277,8:16,ロード,ORBEA,ONIX
2011-05-08,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24079334780,https://drive.google.com/file/d/1Rr-gZQfAq18pvARzvmoVvg74yWzVOMK6/view?usp=drivesdk,秋葉原,東京,,45,419,5:55,小径車,r&m,BD-1
2011-05-22,🚲,サイクリング,湘南周辺,https://connect.garmin.com/app/activity/24079345246,https://drive.google.com/file/d/11KhNtulR6lgCPoV3dFzYWQCchXNReKqz/view?usp=drivesdk,サザンビーチ、湘南平、石田牧場、柏木牧場、飯田牧場,神奈川,,70,385,7:35,ロード,ORBEA,ONIX
2011-06-04,🚲,サイクリング,柳沢峠,https://connect.garmin.com/app/activity/24079364150,https://drive.google.com/file/d/1yDEIo5RSI5FgZur8KQb6SI7kiQfB4dFz/view?usp=drivesdk,柳沢峠[1472m],東京、山梨,,170,"1,800",9:02,ロード,LOOK,KG585
2011-06-05,🚲,サイクリング,横浜港北,https://connect.garmin.com/app/activity/24079375511,https://drive.google.com/file/d/14dLuVLVmIziwzxgkXsmu4mTuA6bTGy3J/view?usp=drivesdk,鶴見川、寺家ふるさと村、鶴見川源流,東京、神奈川,,63,364,6:12,ロード,ORBEA,ONIX
2011-06-12,🚲,サイクリング,鎌倉,https://connect.garmin.com/app/activity/24079387571,https://drive.google.com/file/d/1IAdaH5logCW8BYeMzSTl3InJLJ8hdo0y/view?usp=drivesdk,明月院、東慶寺、浄智寺、杉本寺、妙本寺、大船観音,神奈川,,30,,7:35,クロス,DE ROSA,TEAM
2011-07-03,🚲,サイクリング,柳沢峠,https://connect.garmin.com/app/activity/24079400874,https://drive.google.com/file/d/1Jncj-S2nzvNqxCOSMuH1xtnZ-NBqZCpT/view?usp=drivesdk,柳沢峠[1472m],東京、山梨,,165,"1,800",8:23,ロード,ORBEA,ONIX
2011-07-10,🚲,サイクリング,柳沢峠,https://connect.garmin.com/app/activity/24079408970,https://drive.google.com/file/d/1M5aJqneJCdYTdeU4EXBK-_bDzjHds6Eu/view?usp=drivesdk,柳沢峠[1472m],東京、山梨,,172,"1,800",9:24,ロード,ORBEA,ONIX
2011-07-24,🚲,サイクリング,柳沢峠,https://connect.garmin.com/app/activity/24079419266,https://drive.google.com/file/d/1sJVNHoqXZVQ4SuPaScyopgsO3qbMG-87/view?usp=drivesdk,柳沢峠[1472m]、阿蘇神社,東京、山梨,,175,"1,800",9:31,ロード,Cannondale,CAAD10
2011-08-07,🚲,サイクリング,柳沢峠、一之瀬,https://connect.garmin.com/app/activity/24079437081,https://drive.google.com/file/d/1tLsfQAFr42Yzv0Zg8bc7cEmiv8vDrtf2/view?usp=drivesdk,柳沢峠[1472m]、一之瀬、阿蘇神社,東京、山梨,,186,"2,100",9:59,ロード,Cannondale,CAAD10
2011-08-17,🚲,サイクリング,瑞牆山,,,瑞牆湖、瑞牆山[2230m],山梨,,60,,,ロード,ORBEA,ONIX
2011-08-18,🚲,サイクリング,奥多摩周遊道路,,,都民の森[1000m],東京,奥多摩周遊,50,,,ロード,Cannondale,CAAD10
2011-08-19,🚲,サイクリング,ヤビツ,,,宮ヶ瀬湖、ヤビツ峠[761m],神奈川,,70,,,ロード,Cannondale,CAAD10
2011-09-04,🚲,サイクリング,都内,,,東京都庁展望室、秋葉原,東京,,70,,,ロード,ORBEA,ONIX
2011-09-11,🚲,サイクリング,かかしづくし,,,川越・山田のかかし、南古谷のかかし、深川のかかし,埼玉,,30,,,小径車,r&m,BD-1
2011-09-18,🚲,サイクリング,海老名のかかし,https://connect.garmin.com/app/activity/24079475728,https://drive.google.com/file/d/1Hi1HzmFsDwguakbY1dsW8JC3Z3cQKw-5/view?usp=drivesdk,泉の森の曼珠沙華、海老名のかかしまつり、相模国分寺跡,神奈川,,30,199,5:25,ロード,ORBEA,ONIX
2011-09-23,🚲,サイクリング,江の島,https://connect.garmin.com/app/activity/24079548642,https://drive.google.com/file/d/1zVk6zuM32rntdVnQ_37X12C-qJQlwv6H/view?usp=drivesdk,江の島,東京、神奈川,,124,,7:21,ロード,Cannondale,CAAD10
2011-09-25,🚲,サイクリング,横浜散策,https://connect.garmin.com/app/activity/24079571868,https://drive.google.com/file/d/1HKBq__f2-oMwNYtjmB-p0kk3rW-FwhQk/view?usp=drivesdk,みなとみらい、山下公園、伊勢佐木町,東京、神奈川,,107,,10:04,クロス,DE ROSA,TEAM
2011-10-01,🚲,サイクリング,裏ヤビツと宮ヶ瀬湖,https://connect.garmin.com/app/activity/24079583335,https://drive.google.com/file/d/1n_oLPC8myZMj570xs5Kqba3j4XXSVjNN/view?usp=drivesdk,ヤビツ峠[761m]、水の郷、宮ヶ瀬ダム、服部牧場,神奈川,,57,877,6:31,ロード,ORBEA,ONIX
2011-10-02,🚲,サイクリング,都内,,,アメ横,東京,,70,,,ロード,ORBEA,ONIX
2011-10-08,🚲,サイクリング,箱根,https://connect.garmin.com/app/activity/24079595411,https://drive.google.com/file/d/1yn52AVq6rllZoRPXzreWFwQJErN5O33x/view?usp=drivesdk,林道足柄幹線、仙石原、駒ヶ岳ロープウェイ、甘酒茶屋,神奈川,,51,"1,621",7:17,ロード,Cannondale,CAAD10
2011-10-10,🚲,サイクリング,箱根の林道,https://connect.garmin.com/app/activity/24079610537,https://drive.google.com/file/d/1F7xsIU95yUXcdFHZb24llldwwdm38d9d/view?usp=drivesdk,足柄峠[759m]、箱根やまなみ林道、山中城跡,神奈川、静岡,,112,"2,814",8:17,ロード,Cannondale,CAAD10
2011-10-23,🚲,サイクリング,ジャパンカップ観戦,https://connect.garmin.com/app/activity/24079623465,https://drive.google.com/file/d/1cdHh39qzyVKeo11Saoxcb78thliAw2XE/view?usp=drivesdk,,栃木,,20,,4:40,ロード,Cannondale,CAAD10
2011-10-27,🚲,サイクリング,蓼科,,https://drive.google.com/file/d/1btsJKp3Gb6CEYRzMhKCbNF3WjZv13muP/view?usp=drivesdk,蓼科,長野,,25,,5:05,ロード,Cannondale,CAAD10
2011-11-13,🚲,サイクリング,丹沢湖、大野山,https://connect.garmin.com/app/activity/24079644330,https://drive.google.com/file/d/13JuQcKsOdNaczn0oJeKlo84cIKGCEAfO/view?usp=drivesdk,洒水の滝、丹沢湖、大野山[723m],神奈川,🍁,59,"1,119",7:00,クロス,DE ROSA,TEAM
2011-11-20,🚲,サイクリング,昇仙峡,https://connect.garmin.com/app/activity/24079656569,https://drive.google.com/file/d/17pV0TZIXs6dscNPX7UWf66cRWL2uv1VO/view?usp=drivesdk,千代田湖、武田の杜、昇仙峡,山梨,🍁,45,"1,063",8:26,ロード,ORBEA,ONIX
2011-11-23,🚲,サイクリング,都内,,,神宮外苑、皇居、丸の内、アメ横,東京,🍁,75,,,ロード,Cannondale,CAAD10
2011-12-11,🚲,サイクリング,都内,,,神宮外苑、秋葉原,東京,🍁,75,,,ロード,Cannondale,CAAD10
2011-12-18,🚲,サイクリング,江の島,https://connect.garmin.com/app/activity/24079704694,https://drive.google.com/file/d/1QeAvtzZCeXzdWN9GFZLAVsOLcQs6F75q/view?usp=drivesdk,江の島,東京、神奈川,🍁,131,753,8:00,ロード,Cannondale,CAAD10
2012-01-07,🚲,サイクリング,さきたま古墳公園,https://connect.garmin.com/app/activity/24079492059,https://drive.google.com/file/d/1SAmBSrWKv2eJ0UAy4ShUVq1O5ODmvcQ_/view?usp=drivesdk,さきたま古墳公園,埼玉、東京,,88,116,4:57,ロード,LOOK,KG585
2012-01-09,🚲,サイクリング,若洲海浜公園,https://connect.garmin.com/app/activity/24079736326,https://drive.google.com/file/d/1_QBkFpnxYzi5pKiC9tgPJypXypHZ2JkI/view?usp=drivesdk,晴海埠頭、若洲海浜公園、お台場,東京,,100,,6:53,ロード,Cannondale,CAAD10
2012-01-22,🚲,サイクリング,多摩湖,,,多摩湖,東京,,25,,,シクロ,Cannondale,CAADX
2012-01-29,🚲,サイクリング,横浜・本牧周辺,https://connect.garmin.com/app/activity/24079746685,https://drive.google.com/file/d/1OEa8UJVdj8Dhys4nelUU9-T0CI5jdtli/view?usp=drivesdk,横浜市電保存館、地蔵王廟、横浜シンボルタワー,神奈川,,56,,9:16,ロード,LOOK,KG461
2012-02-19,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24079771752,https://drive.google.com/file/d/1mEc0oxPSV2BqQPFmkMVxQl-iU-jHewtw/view?usp=drivesdk,若洲海浜公園、築地、レインボーブリッジ,東京,,45,,5:43,クロス,DE ROSA,TEAM
2012-02-26,🚲,グラベル,多摩湖、狭山湖,https://connect.garmin.com/app/activity/24079780522,https://drive.google.com/file/d/1LhosiHg4tAZU2ZKTroYo8a3mUcydBaff/view?usp=drivesdk,多摩湖自転車道、多摩湖、狭山湖,東京、山梨,,51,,4:46,シクロ,Cannondale,CAADX
2012-03-31,🚲,グラベル,狭山湖,,,多摩湖、狭山湖,埼玉、東京,,35,,,シクロ,Cannondale,CAADX
2012-04-01,🚲,サイクリング,城ヶ島,https://connect.garmin.com/app/activity/24079794318,https://drive.google.com/file/d/11HoWH7AXHu3da7qIomT8gLX6Lvz-87RN/view?usp=drivesdk,江の島、城ヶ島,東京、神奈川,,190,"1,442",10:43,ロード,Cannondale,CAAD10
2012-04-28,🚲,サイクリング,佐倉チューリップフェスタ,https://connect.garmin.com/app/activity/24083755904,https://drive.google.com/file/d/1vMfGdAtVA9wfAtowysntj3ntXRjhKKPR/view?usp=drivesdk,印旛沼自転車道、佐倉チューリップフェスタ、歴博,千葉,🌷,37,150,5:53,ロード,ORBEA,ONIX
2012-04-29,🚲,サイクリング,柳沢峠,https://connect.garmin.com/app/activity/24083816479,https://drive.google.com/file/d/1tGpyOtdMDBh4IcExcVqlxuOmT0uiaMpw/view?usp=drivesdk,柳沢峠[1472m]、阿蘇神社、羽村の根搦み前水田,東京、山梨,,172,"1,823",9:13,ロード,Cannondale,CAAD10
2012-04-30,🚲,サイクリング,正丸峠、奥武蔵グリーンライン,https://connect.garmin.com/app/activity/24083876345,https://drive.google.com/file/d/1R-q0_du26Lt8mvI-BnroFHiIyph_6Pyl/view?usp=drivesdk,山伏峠[621m]、正丸峠[640m]、奥武蔵グリーンライン、東峠[445m],埼玉、東京,,121,"1,662",7:06,ロード,LOOK,KG585
2012-05-01,🚲,サイクリング,手賀沼サイクリングロード,https://connect.garmin.com/app/activity/24083950907,https://drive.google.com/file/d/1jXhhC6gIw9AqNEMQU47dUNCFRn7pNyiW/view?usp=drivesdk,手賀沼サイクリングロード,千葉,,32,112,2:53,ロード,ORBEA,ONIX
2012-07-21,🚲,サイクリング,川越,https://connect.garmin.com/app/activity/24084014360,https://drive.google.com/file/d/1SFWe24g5pKKBRU__Wv80sMI2c0VgBE-D/view?usp=drivesdk,川越,埼玉、東京,,64,,7:26,ロード,ORBEA,ONIX
2012-07-22,🚲,サイクリング,柳沢峠,https://connect.garmin.com/app/activity/24084051365,https://drive.google.com/file/d/1M_5Y0z4tj3WOf9L08Rv0qhkmffCXBONT/view?usp=drivesdk,柳沢峠[1472m],東京、山梨,,168,"1,771",8:28,ロード,LOOK,KG585
2012-07-25,🚲,サイクリング,馬籠宿,https://connect.garmin.com/app/activity/24084084340,https://drive.google.com/file/d/1vZJVXO3ksNtEEvebAzu5rKWYqDUWb-_p/view?usp=drivesdk,馬籠宿,長野,,5,141,1:58,ロード,ORBEA,ONIX
2012-07-26,🚲,サイクリング,乗鞍,https://connect.garmin.com/app/activity/24084122107,https://drive.google.com/file/d/1bWKQn1dtSIt6TrY0ufFxb9uhdfjN1QoU/view?usp=drivesdk,乗鞍エコーライン、畳平[2702m],長野,乗鞍,44,"1,567",5:03,ロード,LOOK,KG585
2012-07-27,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/24084144447,https://drive.google.com/file/d/1rETFuSKxUrC5KRLNirxBWIhzInugW92r/view?usp=drivesdk,皇居,東京,,64,820,4:46,クロス,DE ROSA,TEAM
2012-07-28,🚲,サイクリング,柳沢峠、一の瀬,https://connect.garmin.com/app/activity/24084186354,https://drive.google.com/file/d/195Sj_-kcCT0eOkcyOg_QlzCKYsr1I1vF/view?usp=drivesdk,柳沢峠[1472m]、一の瀬高原,東京、山梨,,182,"2,145",10:44,ロード,LOOK,KG585
2012-08-04,🚲,サイクリング,渋峠,https://connect.garmin.com/app/activity/24084264642,https://drive.google.com/file/d/1peQzSzoHEQAGtAndOSNw-x1O3TjB_FLb/view?usp=drivesdk,渋峠[2172m],群馬、長野,,56,"1,991",4:29,ロード,LOOK,KG585
2012-08-05,🚲,イベント,グルっとまるごと栄村100kmサイクリング,https://connect.garmin.com/app/activity/24084314069,https://drive.google.com/file/d/1tsWdinnRaLNI3x5V-fR76stQ7EkYCPW2/view?usp=drivesdk,栄村,長野,,98,"2,500",7:33,ロード,LOOK,KG585
2012-08-11,🚲,グラベル,狭山湖,,,狭山湖,埼玉、東京,,35,,,シクロ,Cannondale,CAADX
2012-08-12,🚲,サイクリング,秦野市散策,https://connect.garmin.com/app/activity/24084417538,https://drive.google.com/file/d/1C87vuP8m49VunTTCV71znL8gMhbKCKa3/view?usp=drivesdk,桜土古墳展示館、弘法の清水、震生湖,山梨,,18,221,3:46,ロード,Cannondale,CAAD10
2012-08-13,🚲,サイクリング,大弛峠越え,https://connect.garmin.com/app/activity/24084478264,https://drive.google.com/file/d/1ukT--77hqH_RyoWdzkYadGLu6r1FmurW/view?usp=drivesdk,塩山駅、大弛峠[2360m]、三国峠[1740m]、中津川林道、西武秩父駅,埼玉、山梨、長野,大弛峠,120,"2,506",9:36,シクロ,Cannondale,CAADX
2012-08-19,🚲,サイクリング,ぶどう峠、麦草峠、十国峠,https://connect.garmin.com/app/activity/24084569292,https://drive.google.com/file/d/1aqjA6vodWIcdD12d2iErVBhTceyBgx9e/view?usp=drivesdk,ぶどう峠[1510m]、麦草峠[2127m]、十国峠[1351m],群馬、長野,,120,"2,873",7:33,ロード,LOOK,KG585
2012-09-30,🚲,サイクリング,大岡川源流へ,https://connect.garmin.com/app/activity/24084677884,https://drive.google.com/file/d/1nqCymDTT8eOwHc928LZ93oNqfH6H6zi9/view?usp=drivesdk,大岡川源流域,東京、神奈川,,45,518,5:41,ロード,Cannondale,CAAD10
2012-10-06,🚲,サイクリング,日本の中心へ,https://connect.garmin.com/app/activity/24084762096,https://drive.google.com/file/d/1FcoMparuep2ur5Q45Q1xuP097bqMYHKB/view?usp=drivesdk,日本中心の標、日本中心の展望台,長野,,65,"1,695",6:21,シクロ,Cannondale,CAADX
2012-10-14,🚲,サイクリング,寸又峡,https://connect.garmin.com/app/activity/24084851818,https://drive.google.com/file/d/1cb_O1vHxXXgsa4nIUUonUqz_hXwVnBl9/view?usp=drivesdk,夢の吊橋、長島ダム,静岡,,43,829,5:10,ロード,Cannondale,CAAD10
2012-11-04,🚲,サイクリング,台湾・高雄サイクリング,https://connect.garmin.com/app/activity/24084926122,https://drive.google.com/file/d/1u-KALQl7aBoA4HW3PP3VInbmjE1F5Swd/view?usp=drivesdk,孔子廟、龍虎塔、愛川、臨港線,高雄,海外,34,107,6:16,ﾏﾏﾁｬﾘ,レンタル,レンタル
2012-11-10,🚲,サイクリング,河口湖の紅葉,,,もみじ回廊、もみじトンネル,山梨,,15,,,ロード,Cannondale,CAAD10
2013-01-13,🚲,サイクリング,つくばりんりんロード,https://connect.garmin.com/app/activity/24085161005,https://drive.google.com/file/d/1F__OLUHvLuSVjx3o-sR8REyvpyydoRTX/view?usp=drivesdk,つくばりんりんロード、真壁,茨城,🍁,48,109,5:28,小径車,r&m,BD-1
2013-01-20,🚲,山サイ,二ツ塚,https://connect.garmin.com/app/activity/24085034326,https://drive.google.com/file/d/1A_hYA89YjWnlJm2qsSHpkO1sxhc5-8HX/view?usp=drivesdk,阿蘇神社、二ツ塚,東京,,73,831,7:01,シクロ,Cannondale,CAADX
